# robot: unitree_r1
# sample_rate: 1015.583623
# num_dofs: 26
# source_format: normalized_r1_trajectory
# root_xyz_source: odom_xyz_with_nan_interpolation
time,root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,dof_left_hip_pitch_joint,dof_left_hip_roll_joint,dof_left_hip_yaw_joint,dof_left_knee_joint,dof_left_ankle_pitch_joint,dof_left_ankle_roll_joint,dof_right_hip_pitch_joint,dof_right_hip_roll_joint,dof_right_hip_yaw_joint,dof_right_knee_joint,dof_right_ankle_pitch_joint,dof_right_ankle_roll_joint,dof_waist_roll_joint,dof_waist_yaw_joint,dof_left_shoulder_pitch_joint,dof_left_shoulder_roll_joint,dof_left_shoulder_yaw_joint,dof_left_elbow_joint,dof_left_wrist_roll_joint,dof_right_shoulder_pitch_joint,dof_right_shoulder_roll_joint,dof_right_shoulder_yaw_joint,dof_right_elbow_joint,dof_right_wrist_roll_joint,dof_head_pitch_joint,dof_head_yaw_joint
0.020358062,2.682932377,1.238220692,-0.007427069824,0.3648443377406506,0.5588208218593942,0.3970517658818756,-0.6300458661756789,-0.3092049956,0.03727693483,-0.1374171227,0.3659503162,-0.1358003914,-0.05924108252,-0.313711077,-0.04086021706,0.1411801726,0.377197504,-0.1351834089,0.05738645419,0.0003715109779,-0.0003535346477,0.2619991302,0.1964334399,-0.001559210708,0.8109863997,0.002830800135,0.2555216551,-0.2036838979,0.003300077049,0.8119248748,0.000605518755,-0.02901948616,-0.004287481308
0.020941473,2.682932377,1.238220692,-0.007427069824,0.364840430726525,0.5588236187955047,0.39705483241015466,-0.6300437153430897,-0.3091930151,0.03727693483,-0.1374171227,0.3659503162,-0.1358003914,-0.05924108252,-0.313711077,-0.04084823281,0.1411681771,0.3772154748,-0.1351891011,0.05737748742,0.0003655188775,-0.0003595267481,0.2619991302,0.1964214593,-0.001559210708,0.8109863997,0.002830800135,0.2555276453,-0.2036838979,0.003300077049,0.811940074,0.000605518755,-0.02901948616,-0.004287481308
0.021891295,2.682932377,1.238220692,-0.007427069824,0.36483731519800794,0.5588260239359536,0.39706042028870553,-0.6300398646523878,-0.3092049956,0.03727094084,-0.1374171227,0.3659503162,-0.1358003914,-0.05924108252,-0.3137170672,-0.04085422307,0.1411861628,0.3772094846,-0.1351837814,0.05736830831,0.0003655188775,-0.0003415504179,0.2619991302,0.1964454204,-0.001559210708,0.8109863997,0.002830800135,0.2555096745,-0.2036958784,0.003300077049,0.8119248748,0.000605518755,-0.02901948616,-0.004291057587
0.022756187,2.682932377,1.238220692,-0.007427069824,0.3648347670274981,0.558826597005204,0.3970677651954604,-0.6300362029996825,-0.3092049956,0.03726495057,-0.1374171227,0.3659503162,-0.1358003914,-0.05924108252,-0.3137170672,-0.04085422307,0.1411681771,0.3772034943,-0.1351891011,0.05737748742,0.0003655188775,-0.0003415504179,0.2619991302,0.1964334399,-0.001559210708,0.8109863997,0.002830800135,0.2555096745,-0.2036958784,0.003300077049,0.811940074,0.000620656705,-0.02901948616,-0.004287481308
0.023703449,2.682932377,1.238220692,-0.007427069824,0.36483265385971897,0.5588258861432797,0.39707268557759723,-0.6300349561905652,-0.3092049956,0.03727094084,-0.1374171227,0.3659563065,-0.1358003914,-0.05924108252,-0.3137290478,-0.04084823281,0.1411681771,0.3772034943,-0.1351891011,0.05737748742,0.0003655188775,-0.0003415504179,0.2619811594,0.1964274496,-0.001559210708,0.8109863997,0.002830800135,0.2555096745,-0.2037018687,0.003315214999,0.811940074,0.000605518755,-0.02901948616,-0.004287481308
0.02559839,2.682932377,1.238220692,-0.007427069824,0.3648295534420144,0.5588254077842337,0.3970765886696264,-0.6300347159328424,-0.3092049956,0.0372829251,-0.1374171227,0.3659742773,-0.1358114034,-0.05924127251,-0.313711077,-0.04084823281,0.1411861628,0.377197504,-0.1351944208,0.05738667399,0.0003595267481,-0.0003295661882,0.26199314,0.1964334399,-0.001559210708,0.8110015392,0.002815662185,0.2555216551,-0.2036958784,0.003300077049,0.8119248748,0.000605518755,-0.02901948616,-0.004283905029
0.026580214,2.682932377,1.238220692,-0.007427069824,0.3648281612110161,0.5588261957096843,0.39707749199598263,-0.6300342539308564,-0.3092049956,0.03727693483,-0.1374051422,0.3659563065,-0.1358003914,-0.05924108252,-0.313711077,-0.04086021706,0.1411801726,0.3771915138,-0.1351891011,0.05737748742,0.0003655188775,-0.0003475425474,0.2619991302,0.1964334399,-0.001559210708,0.8110015392,0.002815662185,0.2555096745,-0.2037078589,0.003300077049,0.8119248748,0.000620656705,-0.02901948616,-0.004296422005
0.027458002,2.682932377,1.238220692,-0.007427069824,0.3648306081120175,0.5588290018596618,0.3970785682711218,-0.6300296696862027,-0.3092169762,0.0372829251,-0.1374171227,0.3659563065,-0.1358056962,-0.05925025046,-0.3137170672,-0.04086021706,0.1411741823,0.377197504,-0.1351891011,0.05737748742,0.0003715109779,-0.0003415504179,0.26199314,0.1964274496,-0.001559210708,0.8109863997,0.002815662185,0.2555096745,-0.2036958784,0.003300077049,0.8119248748,0.000620656705,-0.02900434844,-0.004292845726
0.028477619,2.682926655,1.238209128,-0.00742782373,0.36483163853498574,0.558831426241587,0.39707840547360906,-0.6300270251943222,-0.3092049956,0.03727094084,-0.1374171227,0.3659503162,-0.1358003914,-0.05924108252,-0.3137170672,-0.04086021706,0.1411741823,0.3772034943,-0.1351837814,0.05736830831,0.0003715109779,-0.0003415504179,0.2619991302,0.1964334399,-0.001559210708,0.8109863997,0.002830800135,0.2555096745,-0.2036898881,0.003300077049,0.8119248748,0.000605518755,-0.02901948616,-0.004287481308
0.029463634,2.682926655,1.238209128,-0.00742782373,0.36483304591177157,0.5588331054687785,0.3970777570406089,-0.6300251294245807,-0.3092049956,0.03727094084,-0.1374171227,0.3659503162,-0.1358056962,-0.05925025046,-0.3137230575,-0.04085422307,0.1411801726,0.3772094846,-0.1351780891,0.05737727508,0.0003715109779,-0.0003415504179,0.26199314,0.1964274496,-0.001559210708,0.8109863997,0.002830800135,0.2555096745,-0.2036958784,0.003315214999,0.811940074,0.000620656705,-0.02901948616,-0.004292845726
0.030350895,2.682926655,1.238209128,-0.00742782373,0.36483304591177157,0.5588331054687785,0.3970777570406089,-0.6300251294245807,-0.3092049956,0.03727094084,-0.1374171227,0.3659563065,-0.1358003914,-0.05924108252,-0.3137230575,-0.04085422307,0.1411681771,0.377197504,-0.1351891011,0.05737748742,0.0003655188775,-0.0003415504179,0.26199314,0.1964274496,-0.001574348775,0.8109863997,0.002830800135,0.2555096745,-0.2036958784,0.003300077049,0.8119248748,0.000620656705,-0.02901948616,-0.004292845726
0.031354831,2.682926655,1.238209128,-0.00742782373,0.3648336696713551,0.558835784390133,0.39707531101113036,-0.6300239336284069,-0.3092049956,0.03727693483,-0.137423113,0.3659503162,-0.1358056962,-0.05925025046,-0.313735038,-0.04084823281,0.1411621869,0.3772034943,-0.1351891011,0.05737748742,0.0003715109779,-0.0003535346477,0.2619991302,0.1964214593,-0.001559210708,0.8110015392,0.002830800135,0.2555096745,-0.2036958784,0.003315214999,0.8119248748,0.000620656705,-0.02901948616,-0.004290103912
0.032246092,2.682926655,1.238209128,-0.00742782373,0.3648363223309687,0.5588367383879072,0.39707200319390545,-0.6300236360769005,-0.3092049956,0.03727094084,-0.1374171227,0.3659503162,-0.1358056962,-0.05925025046,-0.3137290478,-0.04086021706,0.1411681771,0.3772094846,-0.1351891011,0.05737748742,0.0003595267481,-0.0003415504179,0.26199314,0.1964214593,-0.001559210708,0.8109863997,0.002830800135,0.2555096745,-0.2036958784,0.003300077049,0.8119248748,0.000620656705,-0.02900434844,-0.004290103912
0.033240172,2.682926655,1.238209128,-0.00742782373,0.36483900640204675,0.5588369201540427,0.39706795213051566,-0.6300244737081171,-0.3092109859,0.03727094084,-0.1374171227,0.3659563065,-0.1358056962,-0.05925025046,-0.3137290478,-0.04086021706,0.1411681771,0.3772034943,-0.1351780891,0.05737727508,0.0003655188775,-0.0003355583176,0.26199314,0.1964214593,-0.001559210708,0.8109863997,0.002830800135,0.2555276453,-0.2036958784,0.003300077049,0.8119248748,0.000620656705,-0.02901948616,-0.004290103912
0.034249868,2.682938576,1.238230586,-0.007428856567,0.36483900640204675,0.5588369201540427,0.39706795213051566,-0.6300244737081171,-0.3091990054,0.03727693483,-0.1374171227,0.3659503162,-0.1357946843,-0.05925006047,-0.313711077,-0.04086021706,0.1411681771,0.3772034943,-0.1351780891,0.05737727508,0.0003655188775,-0.0003475425474,0.26199314,0.1964274496,-0.001559210708,0.8109863997,0.002830800135,0.2555156648,-0.2037078589,0.003300077049,0.8119098544,0.000620656705,-0.02901948616,-0.004291057587
0.035205451,2.682938576,1.238230586,-0.007428856567,0.36484043967755003,0.5588353150054658,0.39706765715124165,-0.6300252534010502,-0.3092049956,0.03727094084,-0.1374171227,0.3659622967,-0.1358056962,-0.05925025046,-0.3137230575,-0.04084823281,0.1411681771,0.3772154748,-0.1351837814,0.05736830831,0.0003655188775,-0.0003415504179,0.26199314,0.1964214593,-0.001559210708,0.8109863997,0.002830800135,0.2555096745,-0.2036958784,0.003300077049,0.811940074,0.000620656705,-0.02901948616,-0.004293739796
0.03643397,2.682938576,1.238230586,-0.007428856567,0.3648427579586337,0.5588345305267948,0.39706589187433133,-0.630025719289361,-0.3091990054,0.03728891909,-0.1374111325,0.3659563065,-0.135811016,-0.05925942957,-0.3137230575,-0.04084823281,0.1411801726,0.3772034943,-0.1351837814,0.05736830831,0.0003715109779,-0.0003415504179,0.26199314,0.1964214593,-0.001559210708,0.8110015392,0.002830800135,0.2555096745,-0.2036958784,0.003315214999,0.811940074,0.000620656705,-0.02903462388,-0.004287481308
0.037409169,2.682938576,1.238230586,-0.007428856567,0.36484441838995,0.5588349943553299,0.3970615613580755,-0.6300270755653795,-0.3091930151,0.03726495057,-0.1374171227,0.3659563065,-0.1358003914,-0.05924108252,-0.3137170672,-0.04084823281,0.1411741823,0.377197504,-0.1351891011,0.05737748742,0.0003595267481,-0.0003415504179,0.26199314,0.1964334399,-0.001559210708,0.8109863997,0.002830800135,0.2555096745,-0.2036958784,0.003315214999,0.811940074,0.000605518755,-0.02901948616,-0.004290103912
0.038695547,2.682938576,1.238230586,-0.007428856567,0.36484788158367026,0.5588356593893432,0.397054683590388,-0.6300288146884417,-0.3091930151,0.03727094084,-0.1374291033,0.3659622967,-0.1358003914,-0.05924108252,-0.3137230575,-0.04084823281,0.1411681771,0.3771915138,-0.1351834089,0.05738645419,0.0003655188775,-0.0003535346477,0.2619991302,0.1964214593,-0.001559210708,0.8110015392,0.002830800135,0.2555036843,-0.2036958784,0.003300077049,0.8119248748,0.000620656705,-0.02901948616,-0.004287481308
0.039566391,2.682938576,1.238230586,-0.007428856567,0.36485104691230674,0.5588365034829998,0.3970474485779923,-0.630030792516997,-0.3091930151,0.03727094084,-0.1374171227,0.3659503162,-0.1358003914,-0.05924108252,-0.3137290478,-0.04084823281,0.1411741823,0.3772034943,-0.1351780891,0.05737727508,0.0003715109779,-0.0003595267481,0.2620051205,0.1964214593,-0.001559210708,0.8110015392,0.002830800135,0.2555096745,-0.2036958784,0.003300077049,0.8119248748,0.000605518755,-0.02901948616,-0.004295527935
0.040361168,2.682941437,1.238235354,-0.007431110367,0.36485506241290533,0.5588369088370712,0.39704264189079247,-0.6300311367491943,-0.3091930151,0.03727094084,-0.1374171227,0.3659563065,-0.1358056962,-0.05925025046,-0.3137230575,-0.04086620733,0.1411681771,0.377197504,-0.1351837814,0.05736830831,0.0003715109779,-0.0003535346477,0.26199314,0.1964274496,-0.001559210708,0.8109863997,0.002830800135,0.2555096745,-0.2036958784,0.003300077049,0.8119248748,0.000605518755,-0.02901948616,-0.004278540611
0.040977028,2.682941437,1.238235354,-0.007431110367,0.36485570213040663,0.5588369896009102,0.3970393488273262,-0.6300327699092269,-0.3092109859,0.03727094084,-0.1374171227,0.3659622967,-0.135800004,-0.05925922841,-0.3137050867,-0.04085422307,0.1411621869,0.377197504,-0.1351780891,0.05737727508,0.0003715109779,-0.0003535346477,0.2619871497,0.1964274496,-0.001559210708,0.8109863997,0.002830800135,0.2555096745,-0.2036958784,0.003315214999,0.811940074,0.000620656705,-0.02901948616,-0.004294633865
0.042015141,2.682941437,1.238235354,-0.007431110367,0.36485560023358776,0.5588352279035445,0.39703799675676454,-0.6300352435884498,-0.3092049956,0.03727094084,-0.1374111325,0.3659563065,-0.135800004,-0.05925922841,-0.3137290478,-0.04084823281,0.1411741823,0.377197504,-0.1351891011,0.05737748742,0.0003775031073,-0.0003475425474,0.2619991302,0.1964334399,-0.001559210708,0.8109863997,0.002815662185,0.2555156648,-0.2037018687,0.003315214999,0.8119248748,0.000620656705,-0.02903462388,-0.004295527935
0.042867041,2.682941437,1.238235354,-0.007431110367,0.3648556178599503,0.5588328986143343,0.39703655038092445,-0.630038210907839,-0.3092049956,0.0372829251,-0.1374171227,0.3659563065,-0.1358003914,-0.05924108252,-0.3137230575,-0.04086021706,0.1411801726,0.3772034943,-0.1351834089,0.05738645419,0.0003655188775,-0.0003595267481,0.26199314,0.1964274496,-0.001559210708,0.8109863997,0.002815662185,0.2555096745,-0.2037018687,0.003300077049,0.8119248748,0.000605518755,-0.02901948616,-0.004290103912
0.04478963,2.682941437,1.238235354,-0.007431110367,0.36486069972750373,0.5588278559057727,0.39703486851301667,-0.6300408006176782,-0.3092049956,0.03727094084,-0.1374171227,0.3659563065,-0.1357946843,-0.05925006047,-0.3137230575,-0.04086021706,0.1411741823,0.3772094846,-0.1351834089,0.05738645419,0.0003655188775,-0.0003415504179,0.2619871497,0.1964274496,-0.001559210708,0.8109863997,0.002830800135,0.2555276453,-0.2037078589,0.003300077049,0.8119248748,0.000605518755,-0.02901948616,-0.004287481308
