# robot: unitree_r1
# sample_rate: 50.000000
# num_dofs: 26
# source_format: normalized_r1_trajectory
time,root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,dof_left_hip_pitch_joint,dof_left_hip_roll_joint,dof_left_hip_yaw_joint,dof_left_knee_joint,dof_left_ankle_pitch_joint,dof_left_ankle_roll_joint,dof_right_hip_pitch_joint,dof_right_hip_roll_joint,dof_right_hip_yaw_joint,dof_right_knee_joint,dof_right_ankle_pitch_joint,dof_right_ankle_roll_joint,dof_waist_roll_joint,dof_waist_yaw_joint,dof_left_shoulder_pitch_joint,dof_left_shoulder_roll_joint,dof_left_shoulder_yaw_joint,dof_left_elbow_joint,dof_left_wrist_roll_joint,dof_right_shoulder_pitch_joint,dof_right_shoulder_roll_joint,dof_right_shoulder_yaw_joint,dof_right_elbow_joint,dof_right_wrist_roll_joint,dof_head_pitch_joint,dof_head_yaw_joint
0.2000000000,-0.0053136696,-0.0014727033,0.0795516442,-0.0467970834,0.6597773063,-0.0609982874,-0.7475179917,-0.2910022735,0.0534742461,-0.0813680248,0.2919351660,-0.0990525931,-0.3476076126,-0.2646829776,-0.0936045557,0.0560177889,0.2283059356,-0.0399188778,0.3079482794,-0.0024627358,0.0007981730,0.3502302698,0.2003849149,-0.0837881459,0.9441140063,0.0026457742,0.3658571094,-0.2067844610,0.0769794284,0.9902736081,-0.0008897699,-0.0271979029,-0.0025186384
0.2200000000,-0.0059887819,-0.0011140824,0.0794323009,-0.0480210478,0.6589052819,-0.0602780843,-0.7482675731,-0.2916197650,0.0546752538,-0.0725733956,0.2894874404,-0.0986707281,-0.3481419379,-0.2641530771,-0.1026830441,0.0395910420,0.2218082785,-0.0372702687,0.3108895661,-0.0027337190,0.0028585309,0.3514507155,0.2004311977,-0.0952241066,0.9578206352,0.0026701896,0.3660148939,-0.2074902039,0.0930331689,0.9974680523,-0.0009082782,-0.0268547554,-0.0025127213
0.2400000000,-0.0066751357,-0.0004872922,0.0789906719,-0.0487356713,0.6584840123,-0.0605990156,-0.7485662290,-0.2924671127,0.0540807294,-0.0660944157,0.2883816484,-0.0984851326,-0.3484157448,-0.2639307584,-0.1097167204,0.0237331223,0.2201265058,-0.0346129281,0.3138234832,-0.0030583987,0.0030499853,0.3520905375,0.2004203554,-0.1054430166,0.9690512733,0.0026491445,0.3663319005,-0.2080325101,0.1072566648,1.0050880003,-0.0008828340,-0.0268747267,-0.0025107698
0.2600000000,-0.0067738522,-0.0004863483,0.0777188206,-0.0492198768,0.6583515069,-0.0613289317,-0.7485916505,-0.2937031415,0.0539410742,-0.0568439495,0.2869138788,-0.0983297668,-0.3486450238,-0.2640394040,-0.1145788244,0.0126852652,0.2210193092,-0.0317066871,0.3169839857,-0.0031804086,0.0030695924,0.3524515514,0.2006399035,-0.1165044878,0.9769447359,0.0026491445,0.3670079640,-0.2089002202,0.1196759865,1.0090293309,-0.0009082782,-0.0268282165,-0.0025117284
0.2800000000,-0.0067848192,-0.0005735438,0.0762304556,-0.0496203192,0.6583125414,-0.0626085856,-0.7484935449,-0.2970796584,0.0530974559,-0.0492145301,0.2834742484,-0.0982307771,-0.3488113931,-0.2643939081,-0.1199481896,0.0044002495,0.2234874820,-0.0293992169,0.3195500961,-0.0039633595,0.0019908416,0.3530100344,0.2009694725,-0.1266517175,0.9830207868,0.0026340066,0.3678598261,-0.2101412059,0.1285241568,1.0123986027,-0.0008897437,-0.0277679832,-0.0025087653
0.3000000000,-0.0068624859,-0.0004535728,0.0760427584,-0.0493284636,0.6579202233,-0.0648826881,-0.7486640897,-0.2988674235,0.0505195203,-0.0408571506,0.2823600658,-0.0981784476,-0.3488660414,-0.2672127824,-0.1230089447,-0.0023665484,0.2263586161,-0.0276010007,0.3219762945,-0.0049848558,0.0008326218,0.3539441097,0.2014431309,-0.1355568521,0.9846981615,0.0026376130,0.3686224980,-0.2132609783,0.1343451077,1.0133168391,-0.0008931402,-0.0277327579,-0.0025196995
0.3200000000,-0.0065658961,-0.0009233959,0.0750304298,-0.0493344449,0.6571707939,-0.0671249618,-0.7491240883,-0.2996598397,0.0473216987,-0.0291553110,0.2765310499,-0.0981363803,-0.3489374220,-0.2705813304,-0.1283089449,-0.0105732456,0.2254305649,-0.0264769413,0.3236439392,-0.0069601632,-0.0013047421,0.3550737646,0.2019203956,-0.1385729611,0.9839471940,0.0026523152,0.3700376119,-0.2171995474,0.1356330244,1.0128185043,-0.0008780021,-0.0277295872,-0.0025215322
0.3400000000,-0.0069851625,-0.0008546461,0.0715097273,-0.0505498950,0.6559385386,-0.0691222629,-0.7499409673,-0.2980577226,0.0413849239,-0.0182618506,0.2674709843,-0.0979894474,-0.3491335511,-0.2782170098,-0.1344550043,-0.0162670620,0.2180830697,-0.0259453375,0.3245581878,-0.0089567458,-0.0023390159,0.3571570979,0.2031029430,-0.1370371496,0.9797932449,0.0026655141,0.3720998113,-0.2240951440,0.1345001273,1.0095937550,-0.0008780021,-0.0284822686,-0.0025078513
0.3600000000,-0.0084432410,0.0001464946,0.0709844208,-0.0514567890,0.6537112482,-0.0707332822,-0.7516718737,-0.3012813363,0.0334926869,-0.0110647770,0.2617140295,-0.0979486662,-0.3492032743,-0.2818721919,-0.1415592012,-0.0250485642,0.2069850985,-0.0253030502,0.3256172940,-0.0094742548,-0.0025806694,0.3599338624,0.2043768495,-0.1335930646,0.9696103163,0.0027236146,0.3750404567,-0.2335537847,0.1310426863,1.0031373575,-0.0008773923,-0.0292017523,-0.0025077016
0.3800000000,-0.0096682317,0.0010288234,0.0697688746,-0.0533540432,0.6503809513,-0.0714115148,-0.7543595693,-0.3057359767,0.0231456427,-0.0106481199,0.2508048599,-0.0978850229,-0.3492882413,-0.2869987056,-0.1490547920,-0.0342701143,0.1923034661,-0.0245593538,0.3267556480,-0.0092997136,-0.0009885403,0.3660469026,0.2062008901,-0.1254925081,0.9520389535,0.0027248343,0.3807695858,-0.2472658005,0.1272942672,0.9915795086,-0.0008780021,-0.0297007499,-0.0025135279
0.4000000000,-0.0119326614,0.0026420519,0.0698667403,-0.0550942951,0.6460841518,-0.0719410004,-0.7578683131,-0.3096783429,0.0106120838,-0.0110254837,0.2379348841,-0.0978764296,-0.3493149281,-0.2928824357,-0.1564660242,-0.0419327830,0.1726448508,-0.0235994580,0.3283362032,-0.0085687228,-0.0002097221,0.3753638551,0.2094363039,-0.1088421310,0.9275791520,0.0027702465,0.3922855372,-0.2619870589,0.1158358292,0.9656814355,-0.0009234161,-0.0303516276,-0.0025224673
0.4200000000,-0.0138728459,0.0041541780,0.0711543284,-0.0563338968,0.6408193430,-0.0728338573,-0.7621497825,-0.3138010771,-0.0013823643,-0.0119846933,0.2229535590,-0.0977541142,-0.3494782238,-0.2966882749,-0.1626332410,-0.0488654252,0.1509890387,-0.0225453228,0.3298259883,-0.0072209597,0.0026851001,0.3892594677,0.2138058358,-0.0811240475,0.8984390561,0.0026188686,0.4125795766,-0.2785975533,0.0972083561,0.9320722065,-0.0008802409,-0.0309487258,-0.0025111189
0.4400000000,-0.0155221133,0.0055956779,0.0717197933,-0.0559046927,0.6344461084,-0.0746074403,-0.7673242670,-0.3267077064,-0.0094790165,-0.0236629035,0.2113880391,-0.0977225193,-0.3495203739,-0.3084095624,-0.1669849171,-0.0480457485,0.1338589342,-0.0209790522,0.3320853623,-0.0038499077,0.0048177797,0.4053626785,0.2216029000,-0.0648220602,0.8656136369,0.0026642825,0.4320153939,-0.2963843257,0.0825250601,0.9099984103,-0.0009082782,-0.0318640179,-0.0025190112
0.4600000000,-0.0162957794,0.0065134190,0.0741281239,-0.0543894438,0.6268863691,-0.0763441536,-0.7734512517,-0.3405772044,-0.0167513744,-0.0338760808,0.1999466323,-0.0977017581,-0.3495633900,-0.3231455815,-0.1696880977,-0.0466991051,0.1195815527,-0.0192170897,0.3345042473,-0.0002124533,0.0063878746,0.4292361174,0.2285039179,-0.0446834801,0.8033478111,0.0026076935,0.4601315354,-0.3151621844,0.0582700829,0.8944360641,-0.0009162038,-0.0313954317,-0.0025151818
0.4800000000,-0.0182227096,0.0085190424,0.0771345730,-0.0527916947,0.6188460162,-0.0789696733,-0.7797476745,-0.3478795855,-0.0304213584,-0.0418294803,0.1775266193,-0.0976608242,-0.3496180203,-0.3354659377,-0.1729735387,-0.0458428679,0.0971347086,-0.0167965844,0.3377014917,0.0013409287,0.0077022971,0.4585334879,0.2355864570,-0.0196490277,0.7343123810,0.0025765268,0.4960880603,-0.3311762849,0.0189561454,0.8671997532,-0.0008992847,-0.0327919118,-0.0025126074
0.5000000000,-0.0190305155,0.0092845563,0.0894043233,-0.0513629490,0.6097084494,-0.0829436761,-0.7865988817,-0.3541202101,-0.0386538649,-0.0553611790,0.1507448290,-0.0975717828,-0.3497521579,-0.3465438979,-0.1762643640,-0.0409899995,0.0789095265,-0.0144011213,0.3404707000,0.0009213919,0.0080393252,0.4979940946,0.2486002658,0.0056087959,0.6548215755,0.0025823731,0.5424653202,-0.3478544102,-0.0291924623,0.8415417998,-0.0009430133,-0.0340648895,-0.0025225661
0.5200000000,-0.0186866902,0.0089623857,0.0968627967,-0.0493473432,0.5992483130,-0.0863025959,-0.7943665156,-0.3627789595,-0.0457501370,-0.0774755222,0.1230523449,-0.0975589976,-0.3497692049,-0.3655243393,-0.1759022561,-0.0293704547,0.0624794033,-0.0109188460,0.3437728990,-0.0004916445,0.0073521929,0.5469878130,0.2613667574,0.0379433555,0.5617380734,0.0025785278,0.5977072229,-0.3575899831,-0.0879708227,0.7811186626,-0.0008880669,-0.0329042986,-0.0025203953
