# source_robot: unitree_r1
# target_robot: robot_zky
# method: mink frame-task IK
time,root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,dof_left_hip_yaw_joint,dof_left_hip_roll_joint,dof_left_hip_pitch_joint,dof_left_knee_joint,dof_left_ankle_pitch_joint,dof_left_ankle_roll_joint,dof_right_hip_yaw_joint,dof_right_hip_roll_joint,dof_right_hip_pitch_joint,dof_right_knee_joint,dof_right_ankle_pitch_joint,dof_right_ankle_roll_joint,dof_body_joint,dof_left_shoulder_pitch_joint,dof_left_shoulder_roll_joint,dof_left_elbow_joint,dof_right_shoulder_pitch_joint,dof_right_shoulder_roll_joint,dof_right_elbow_joint
1.24,0.126459451,0.046945087,0.159215483,0.0217658362,-0.0190351068,0.0843592425,0.996015779,-1.46061982,-1.57334082,0.3,-0.213575797,0.57,0.174,-1.17465759,-1.58909377,-0.271320052,-0.186644493,-0.57,0.174,0.125449899,-0.00903459831,0.45397206,-0.657294643,0.632951032,-0.40301091,0.365805127
1.26,0.127958595,0.0511723271,0.157450738,0.0207441565,-0.0166756894,0.0805481734,0.9963953,-1.47857921,-1.58431769,0.3,-0.23928227,0.57,0.174,-1.18674291,-1.59745204,-0.250390694,-0.205014174,-0.57,0.174,0.125369152,0.0513017759,0.446197371,-0.694350162,0.63186769,-0.41040871,0.361351747
1.28,0.13145327,0.0579609116,0.155780986,0.0193913088,-0.0152129288,0.0751985971,0.99686394,-1.49826508,-1.59314576,0.296905627,-0.261967302,0.57,0.174,-1.20341201,-1.60544656,-0.224652489,-0.223614256,-0.57,0.174,0.124257598,0.113439789,0.433778201,-0.735923347,0.626725011,-0.420176236,0.354302768
1.3,0.133498346,0.0619287806,0.154657144,0.0184383908,-0.0146612505,0.0705565421,0.997229586,-1.52007669,-1.59900487,0.289055162,-0.28279808,0.57,0.174,-1.22239843,-1.61032218,-0.19619579,-0.243329674,-0.57,0.174,0.122939876,0.172845198,0.422020729,-0.781992536,0.622868042,-0.434749233,0.344184132
1.32,0.134936991,0.0641552783,0.151888851,0.0175808284,-0.0156226953,0.0660562689,0.997538679,-1.54452537,-1.60445477,0.277024137,-0.302988475,0.57,0.174,-1.24195915,-1.6127249,-0.16641576,-0.263440529,-0.57,0.174,0.123218391,0.230126342,0.41086166,-0.82925442,0.615458239,-0.454424352,0.332187079
1.34,0.137928544,0.070215198,0.152466111,0.016313195,-0.0177744575,0.0626906927,0.997741362,-1.56664607,-1.60255467,0.263790528,-0.325368703,0.57,0.174,-1.26207889,-1.61637908,-0.134030151,-0.282655363,-0.57,0.174,0.123620459,0.285503806,0.398708227,-0.878368929,0.595784965,-0.47990894,0.31730659
1.36,0.139168216,0.0725724492,0.148503512,0.0167952369,-0.0217131963,0.0587386729,0.997895899,-1.59016068,-1.60344832,0.250036302,-0.348057766,0.57,0.174,-1.27876184,-1.61189935,-0.104613173,-0.302794329,-0.57,0.174,0.129776219,0.338068155,0.384222836,-0.928991849,0.563191611,-0.514343041,0.301880066
1.38,0.138648262,0.0767681247,0.14599496,0.0171393128,-0.0261172205,0.0562318475,0.997928912,-1.61136715,-1.60144913,0.235618079,-0.374178106,0.57,0.174,-1.29149639,-1.60687551,-0.0777995807,-0.321652356,-0.57,0.174,0.140135867,0.390289092,0.370747335,-0.979582005,0.524012061,-0.550942216,0.289016213
1.4,0.137040295,0.0816663959,0.143320893,0.0173645354,-0.0308562226,0.0545088856,0.997885338,-1.63076727,-1.59890009,0.221855125,-0.400685191,0.57,0.174,-1.30309008,-1.60215694,-0.0556882429,-0.338000435,-0.57,0.174,0.155007233,0.445855136,0.358591802,-1.03006644,0.479490776,-0.585369026,0.278756453
1.42,0.136530504,0.084723279,0.141715524,0.0179768309,-0.0351659071,0.0539973193,0.997759732,-1.64744059,-1.59559078,0.208730865,-0.426073842,0.57,0.174,-1.31049658,-1.59477095,-0.0377831688,-0.35204636,-0.57,0.174,0.172610138,0.501744997,0.348721822,-1.08289476,0.43556073,-0.617279786,0.271745497
1.44,0.135673233,0.088057459,0.140763108,0.0187311785,-0.038905658,0.0541769517,0.997597289,-1.6616307,-1.59131233,0.197769701,-0.45249952,0.57,0.174,-1.31604706,-1.59009343,-0.0232453473,-0.362753577,-0.57,0.174,0.19309962,0.558949503,0.339436021,-1.13941524,0.391959145,-0.650604708,0.265778401
1.46,0.13566286,0.0901079213,0.140840112,0.0192677168,-0.0413841378,0.054546749,0.997467173,-1.67491764,-1.5882409,0.189191749,-0.477491248,0.57,0.174,-1.32060291,-1.58600569,-0.0121978833,-0.370473714,-0.57,0.174,0.212895569,0.617220405,0.331186155,-1.20104752,0.352063034,-0.685533925,0.257100374
1.48,0.136209368,0.0914898468,0.14193572,0.0200122371,-0.0437764377,0.0548192988,0.997335439,-1.68564184,-1.58293548,0.184390364,-0.49753832,0.57,0.174,-1.32491329,-1.5816115,-0.00557509018,-0.374795678,-0.57,0.174,0.233070692,0.681478188,0.322550806,-1.26702684,0.314901372,-0.720519343,0.247375776
1.5,0.137759099,0.0910811846,0.144327162,0.020517451,-0.0455093758,0.0550870415,0.997232846,-1.6928062,-1.57602671,0.184762384,-0.511073672,0.57,0.174,-1.32838928,-1.57556469,-0.00430746289,-0.37608795,-0.57,0.174,0.255161813,0.748245465,0.313649892,-1.33956119,0.281023598,-0.754450349,0.235365072
1.52,0.138313067,0.0911322555,0.1463662,0.0207736571,-0.0473363559,0.0551803822,0.997137328,-1.69308967,-1.56910909,0.187250317,-0.519732195,0.57,0.174,-1.33085699,-1.57100235,-0.00657305389,-0.374493156,-0.57,0.174,0.27540789,0.81929941,0.306193114,-1.41871105,0.24816007,-0.788155646,0.219310309
1.54,0.139281575,0.0907426901,0.144887769,0.0207257612,-0.0491475322,0.0552403953,0.997047372,-1.69343683,-1.56814873,0.191063775,-0.52390116,0.57,0.174,-1.33293104,-1.56917525,-0.010220312,-0.36820402,-0.57,0.174,0.290734701,0.889636937,0.30016679,-1.50413875,0.216058343,-0.818486472,0.198683477
1.56,0.140104467,0.090553462,0.142887294,0.0204346136,-0.05069891,0.055494877,0.996961567,-1.69317463,-1.56897981,0.193181951,-0.527763308,0.57,0.174,-1.33581293,-1.57035962,-0.0135235702,-0.362803968,-0.57,0.174,0.301563292,0.95282551,0.29581611,-1.57,0.183725305,-0.847890477,0.172977233
1.58,0.140701695,0.0907221447,0.142349005,0.0201148104,-0.0513847839,0.0557310035,0.996919783,-1.69289672,-1.56931549,0.194859052,-0.533435761,0.57,0.174,-1.33692238,-1.56907785,-0.0162760602,-0.359716656,-0.57,0.174,0.309752018,0.990264977,0.290997391,-1.57,0.155077904,-0.874830292,0.144018145
1.6,0.141853071,0.0915735948,0.142276999,0.0197348085,-0.0513335053,0.0562570249,0.996900474,-1.6962659,-1.57203003,0.196578643,-0.543774362,0.57,0.174,-1.33448212,-1.56637009,-0.0180200724,-0.363765519,-0.57,0.174,0.314705344,1.02540899,0.286690157,-1.57,0.127514527,-0.902900451,0.111494092
1.62,0.144030245,0.0937243212,0.143415604,0.0193141944,-0.0506119335,0.0575231364,0.996873353,-1.70298786,-1.57617829,0.195912431,-0.565130271,0.57,0.174,-1.32917037,-1.56660999,-0.0165753461,-0.380989894,-0.57,0.174,0.316213841,1.05598459,0.282889864,-1.57,0.10289156,-0.932180007,0.0756089522
1.64,0.146301112,0.0966444508,0.143752419,0.0188435598,-0.048787869,0.058454269,0.996919135,-1.71896946,-1.58329359,0.194143008,-0.59842284,0.57,0.174,-1.32085746,-1.57104806,-0.00803796789,-0.410021305,-0.57,0.174,0.318827001,1.0864524,0.277477871,-1.57,0.0794847024,-0.964343788,0.0373189458
1.66,0.149226519,0.0997368705,0.144372394,0.0182709046,-0.0457489971,0.0587626093,0.997055745,-1.74459738,-1.59361957,0.186086354,-0.642304976,0.57,0.174,-1.3144312,-1.57700349,0.00367142265,-0.453260796,-0.57,0.174,0.323677788,1.11676352,0.26833238,-1.57,0.0586482413,-0.996964442,-0.00053486476
1.68,0.152993226,0.103224858,0.144210224,0.0174387945,-0.0428088651,0.0590388936,0.997184887,-1.78151235,-1.60452778,0.171113358,-0.690743088,0.566005243,0.174,-1.30785684,-1.58360395,0.0206053725,-0.504126111,-0.57,0.174,0.329167499,1.14546107,0.257040654,-1.57,0.0378279102,-1.02934746,-0.0406411688
1.7,0.156500689,0.106310302,0.143864944,0.0169238877,-0.0404582095,0.0603406027,0.997213983,-1.79,-1.61316808,0.179811495,-0.74,0.557146782,0.174,-1.29962272,-1.58937101,0.0428552023,-0.56431711,-0.57,0.174,0.335017681,1.17559966,0.244685149,-1.57,0.0191471965,-1.05851106,-0.0782221768
1.72,0.159175047,0.109346696,0.140716516,0.0158653541,-0.0373175261,0.062101983,0.997245725,-1.79,-1.62594818,0.178597494,-0.74,0.554364551,0.174,-1.2915871,-1.60192022,0.072565487,-0.630693763,-0.57,0.174,0.341572399,1.20427962,0.230470827,-1.57,-0.00160018028,-1.08665159,-0.116596519
1.74,0.164213715,0.114976594,0.141207514,0.0147579177,-0.0332311397,0.0635470333,0.997316234,-1.79,-1.6384376,0.176495373,-0.74,0.558140637,0.174,-1.28405125,-1.60982864,0.104018213,-0.708093211,-0.57,0.174,0.347675137,1.23223603,0.214007092,-1.57,-0.0188670641,-1.11276515,-0.150761264
1.76,0.167555106,0.119503517,0.142011554,0.0135537989,-0.0284861101,0.0652166425,0.997372361,-1.79,-1.65362883,0.174755396,-0.74,0.57,0.174,-1.27323965,-1.61921116,0.13978177,-0.792738674,-0.57,0.174,0.355986969,1.26082263,0.196580104,-1.57,-0.0337439732,-1.13818659,-0.181652827
1.78,0.172559592,0.125448545,0.142649424,0.0120916967,-0.0228266114,0.0669569374,0.997421428,-1.79,-1.66980664,0.171548757,-0.74,0.57,0.174,-1.2636488,-1.63152104,0.173738024,-0.885750652,-0.57,0.174,0.364754407,1.2855871,0.177856295,-1.57,-0.0461941929,-1.16208279,-0.209652613
1.8,0.17727292,0.130215,0.143649911,0.0106890026,-0.0161195534,0.068215906,0.99748308,-1.79,-1.68738719,0.169973419,-0.74,0.57,0.174,-1.25079843,-1.64517701,0.20800792,-0.978869679,-0.57,0.174,0.376522802,1.31029165,0.157205321,-1.57,-0.0562540241,-1.18383112,-0.234399636
1.82,0.184624723,0.138037449,0.144023696,0.0091630291,-0.00883595853,0.0694608054,0.997503464,-1.79,-1.70515379,0.169450534,-0.74,0.57,0.174,-1.23633136,-1.66109494,0.238816577,-1.06571923,-0.57,0.174,0.388168231,1.33452725,0.134297697,-1.57,-0.064444399,-1.20318572,-0.256893614
1.84,0.190784993,0.144495881,0.143978693,0.00771542017,-0.00165329542,0.0708856452,0.997453239,-1.79,-1.7223164,0.168888384,-0.74,0.57,0.174,-1.21934812,-1.67743449,0.265235283,-1.1424305,-0.57,0.174,0.39941295,1.35715211,0.109814577,-1.57,-0.0722540017,-1.21586381,-0.277534826
1.86,0.194549648,0.148526339,0.145464376,0.00617322928,0.00555453101,0.0726356719,0.997323968,-1.79,-1.7400958,0.169380845,-0.74,0.57,0.174,-1.20058962,-1.69060606,0.284744448,-1.20844113,-0.57,0.174,0.411354372,1.37824418,0.0832379612,-1.57,-0.0842316157,-1.22199695,-0.296722917
